Split	SentIdx	StartPos	EndPos	Inner	Sentence	NEType	SourcePhrase	TargetNE	C	D	c	m	f	X	FL	TBD	AnnotationIssues	Comments
Test	89	9	10	0	Die Resonanz habe die Erwartungen übertroffen , sagten Stefani Korn , die von Seiten des Wirtschaftsministeriums schon mehrere derartige Initiativen begleitet hat , und Felicitas Steck .	Person	Stefani Korn	Stefani Korn	0	0	0	0	0	0	0	0		
Test	89	25	26	0	Die Resonanz habe die Erwartungen übertroffen , sagten Stefani Korn , die von Seiten des Wirtschaftsministeriums schon mehrere derartige Initiativen begleitet hat , und Felicitas Steck .	Person	Felicitas Steck	Felicitas Steck	0	0	0	0	0	0	0	1		[TBD]
Test	90	7	8	0	Fast schon abgeschrieben , kämpfte sich Oliver Herber 2006 wieder ins Aufgebot der SGD zurück und bestritt in der Folge auch wieder Spiele für Dynamo Dresden .	Person	Oliver Herber	Oliver Herber	0	0	0	0	0	0	0	1		[TBD]
Test	90	14	14	0	Fast schon abgeschrieben , kämpfte sich Oliver Herber 2006 wieder ins Aufgebot der SGD zurück und bestritt in der Folge auch wieder Spiele für Dynamo Dresden .	Organisation	SGD	SGD	0	0	0	0	0	0	0	1		[TBD]
Test	90	25	26	0	Fast schon abgeschrieben , kämpfte sich Oliver Herber 2006 wieder ins Aufgebot der SGD zurück und bestritt in der Folge auch wieder Spiele für Dynamo Dresden .	Organisation	Dynamo Dresden	Dynamo Dresden	0	0	0	0	0	0	0	1		[TBD]
Test	90	26	26	1	Fast schon abgeschrieben , kämpfte sich Oliver Herber 2006 wieder ins Aufgebot der SGD zurück und bestritt in der Folge auch wieder Spiele für Dynamo Dresden .	Location	Dresden	Dresden	0	0	0	0	0	0	0	1		[TBD]
Test	91	13	14	0	Die Jahre zwischen 1738 und 1758 stellten den Höhepunkt des Schaffens von David Herrliberger dar .	Person	David Herrliberger	David Herrliberger	0	0	0	0	0	0	0	0		L
Test	92	11	11	0	Alle versuchen in schweren Zeiten zusammen zu rücken aber der Balkan macht es genau anders herum .	Location	Balkan	Balkan	0	0	0	0	0	0	0	1		[TBD]
Test	94	13	13	0	Vielleicht schenken seine Schützlinge ihm ja nachträglich den ( Wieder-)Aufstieg in die Feldhockey-Bundesliga zum Geburtstag .	Organisation	Feldhockey-Bundesliga	Feldhockey-Bundesliga	0	0	0	0	0	0	0	0		L
Test	97	11	14	0	Das Geschäftsjahr 2009 war insbesondere durch das florierende Geschäft der i :FAO Group GmbH geprägt , die mit der Software-as-a-Service Software cytric das Planen , Buchen , Abrechnen und das Management von Geschäftsreisen kostensparend ermöglicht .	Organisation	i :FAO Group GmbH	i :FAO Group GmbH	0	0	0	0	0	0	0	0		correct spelling "I:FAO Group GmbH"
Test	97	22	22	0	Das Geschäftsjahr 2009 war insbesondere durch das florierende Geschäft der i :FAO Group GmbH geprägt , die mit der Software-as-a-Service Software cytric das Planen , Buchen , Abrechnen und das Management von Geschäftsreisen kostensparend ermöglicht .	Other	cytric	cytric	0	0	0	0	0	0	0	0		L
Test	99	5	6	0	Der Geiger und Dirigent Yehudi Menuhin ( 1916-1999 ) hatte die gemeinnützige Stiftung , die sich unter anderem für die musikalische Förderung von Kindern einsetzt , kurz vor seinem Tod gegründet .	Person	Yehudi Menuhin	Yehudi Menuhin	0	0	0	0	0	0	0	1		[TBD]
Test	100	6	6	0	Sie werden gespielt von den Hamburger Pianisten Gudula Schreiber und Reiner Schelski sowie von Christine K. Brückner .	Location-derived	Hamburger	Hamburger	0	0	0	0	0	0	0	1		[TBD]
Test	100	8	9	0	Sie werden gespielt von den Hamburger Pianisten Gudula Schreiber und Reiner Schelski sowie von Christine K. Brückner .	Person	Gudula Schreiber	Gudula Schreiber	0	0	0	0	0	0	0	1		[TBD]
Test	100	11	12	0	Sie werden gespielt von den Hamburger Pianisten Gudula Schreiber und Reiner Schelski sowie von Christine K. Brückner .	Person	Reiner Schelski	Reiner Schelski	0	0	0	0	0	0	0	0		
Test	100	15	17	0	Sie werden gespielt von den Hamburger Pianisten Gudula Schreiber und Reiner Schelski sowie von Christine K. Brückner .	Person	Christine K. Brückner	Christine K. Brückner	0	0	0	0	0	0	0	1		[TBD]
Test	101	9	9	0	“ Ich konnte nichts machen “ , klagt Dumbreck .	Person	Dumbreck	Dumbreck	0	0	0	0	0	0	0	1		[TBD]
Test	103	8	8	0	Das zeigt das Kernproblem , wie es Benn empfindet : Wo ist der Ort der Literatur in einer Kultur , in der die gesamte Definitionsmacht von Dichter und Priester auf den Wissenschaftler übergegangen ist ?	Person	Benn	Benn	0	0	0	0	0	0	0	1		[TBD]
Test	105	5	5	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location	Arrenberg	Arrenberg	0	0	0	0	0	0	0	1		[TBD]
Test	105	9	9	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location	Friedrich-Ebert-Straße	Friedrich-Ebert-Straße	0	0	0	0	0	0	0	0		
Test	105	13	13	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location-part	Wupperbrücken	Wupperbrücke	0	0	0	0	1	0	0	0		correct type "Location", SNE is only inflected and not part of a compound
Test	105	17	17	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location-part	Wupperbrücke	Wupperbrücke	0	0	0	0	0	0	0	0		correct type "Location", SNE is only inflected and not part of a compound
Test	105	18	18	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location	Pestalozzistraße	Pestalozzistraße	0	0	0	0	0	0	0	0		
Test	105	25	25	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location-part	Wupperbrücke	Wupperbrücke	0	0	0	0	0	0	0	0		correct type "Location", SNE is only inflected and not part of a compound
Test	105	26	26	0	Der Kern des Wohnquartiers Arrenberg wird von der Friedrich-Ebert-Straße über zwei denkmalgeschützte Wupperbrücken angebunden , die Wupperbrücke Pestalozzistraße an der gleichnamigen Schwebebahnstation und die Wupperbrücke Moritzstraße .	Location	Moritzstraße	Moritzstraße	0	0	0	0	0	0	0	0		
Test	106	3	3	0	Deshalb wurde Coro 2005 auf der Roten Liste des gefährdeten Welterbes eingetragen .	Location	Coro	Coro	0	0	0	0	0	0	0	0		
Test	108	2	2	0	Östliches Flevoland Die Zeit nach dem Zweiten Weltkrieg war geprägt durch die Wiederherstellung des Wieringermeerpolders und der Fertigstellung des Noordoostpolders .	Location	Flevoland	Flevoland	0	0	0	0	0	0	0	0		
Test	108	7	8	0	Östliches Flevoland Die Zeit nach dem Zweiten Weltkrieg war geprägt durch die Wiederherstellung des Wieringermeerpolders und der Fertigstellung des Noordoostpolders .	Other	Zweiten Weltkrieg	Zweiten Weltkrieg	0	0	0	0	0	0	0	1		[TBD]
Test	108	15	15	0	Östliches Flevoland Die Zeit nach dem Zweiten Weltkrieg war geprägt durch die Wiederherstellung des Wieringermeerpolders und der Fertigstellung des Noordoostpolders .	Location-part	Wieringermeerpolders	Wieringermeer	1	0	0	0	1	0	0	0		
Test	109	10	10	0	Dabei befindet sich die Republik derzeit in einer klassischen keynesianischen Situation der Unterbeschäftigung .	Person-derived	keynesianischen	(John Maynard) Keynes	0	1	1	0	1	0	0	0		4a
Test	110	8	8	0	Den Sieg in einer der wichtigsten Nachwuchsserien Europas sicherte sich Oliver Turvey .	Location	Europas	Europa	0	0	0	0	1	0	0	0		
Test	110	11	12	0	Den Sieg in einer der wichtigsten Nachwuchsserien Europas sicherte sich Oliver Turvey .	Person	Oliver Turvey	Oliver Turvey	0	0	0	0	0	0	0	1		[TBD]
Test	116	7	7	0	Daraus entwickelte sich der so genannte tschechisch-polnische „ Sieben-Tage-Krieg “ mit mehreren Toten auf beiden Seiten .	Location-derived	tschechisch-polnische	Polen 	0	0	0	0	0	1	0	1	6	4a; there could be two TNEs involved here, but only "polnisch"(ADJ) is derived from "Polen"; "tschechisch" is derived from "Tscheche"(as a person) and not the country "Tschechien"
Test	116	9	9	0	Daraus entwickelte sich der so genannte tschechisch-polnische „ Sieben-Tage-Krieg “ mit mehreren Toten auf beiden Seiten .	Other	Sieben-Tage-Krieg	Sieben-Tage-Krieg	0	0	0	0	0	0	0	0		
Test	118	6	7	0	1911 wurde er Mitglied der sozialistischen Partei , aus der er aber ein Jahr später wieder austrat .	Organisation	sozialistischen Partei	sozialistische Partei	0	0	0	0	1	0	0	0		
Test	120	5	5	0	Im gleichen Bericht kamen Glam-Partner zu Wort , die von „ technischen Anlaufschwierigkeiten “ berichteten , aber auch von Anzeigeerlösen , die „ sehr hoch “ seien Patrick Bernau : Frauen machen Blogs zum Geschäft .	Organisation-part	Glam-Partner	Glam	1	0	0	0	0	0	0	0		
Test	120	28	29	0	Im gleichen Bericht kamen Glam-Partner zu Wort , die von „ technischen Anlaufschwierigkeiten “ berichteten , aber auch von Anzeigeerlösen , die „ sehr hoch “ seien Patrick Bernau : Frauen machen Blogs zum Geschäft .	Person	Patrick Bernau	Patrick Bernau	0	0	0	0	0	0	0	0		L
Test	121	5	5	0	Sprecher der Fraktionen von CDU/CSU , SPD und FDP wiesen die Kritik zurück .	Organisation	CDU/CSU	CDU/CSU	0	0	0	0	0	0	0	0		L
Test	121	7	7	0	Sprecher der Fraktionen von CDU/CSU , SPD und FDP wiesen die Kritik zurück .	Organisation	SPD	SPD	0	0	0	0	0	0	0	0		L
Test	121	9	9	0	Sprecher der Fraktionen von CDU/CSU , SPD und FDP wiesen die Kritik zurück .	Organisation	FDP	FDP	0	0	0	0	0	0	0	0		L
Test	123	17	18	0	Präsidenten der Nationalversammlung Zusätzlich wurde er am 22. Februar 1896 zum Justizminister in das Kabinett von Konstantin Stoilow berufen .	Person	Konstantin Stoilow	Konstantin Stoilow	0	0	0	0	0	0	0	0		L
Test	124	11	11	0	Zukunft der Zeitung : Print versus Online Zeitungen( Foto : dpa ) Hamburg ( dpa ) - Führende Journalisten aus aller Welt haben auf dem Zeitungskongress in Hamburg über die Zukunft ihrer Produkte diskutiert .	Organisation	dpa	dpa	0	0	0	0	0	0	0	1		[TBD]
Test	124	13	13	0	Zukunft der Zeitung : Print versus Online Zeitungen( Foto : dpa ) Hamburg ( dpa ) - Führende Journalisten aus aller Welt haben auf dem Zeitungskongress in Hamburg über die Zukunft ihrer Produkte diskutiert .	Location	Hamburg	Hamburg	0	0	0	0	0	0	0	0		L
Test	124	15	15	0	Zukunft der Zeitung : Print versus Online Zeitungen( Foto : dpa ) Hamburg ( dpa ) - Führende Journalisten aus aller Welt haben auf dem Zeitungskongress in Hamburg über die Zukunft ihrer Produkte diskutiert .	Organisation	dpa	dpa	0	0	0	0	0	0	0	1		[TBD]
Test	124	28	28	0	Zukunft der Zeitung : Print versus Online Zeitungen( Foto : dpa ) Hamburg ( dpa ) - Führende Journalisten aus aller Welt haben auf dem Zeitungskongress in Hamburg über die Zukunft ihrer Produkte diskutiert .	Location	Hamburg	Hamburg	0	0	0	0	0	0	0	0		L
Test	125	19	19	0	Das Tier sei gesattelt und reiterlos mit umgedrehten Stiefeln in den Steigbügeln vorgeführt worden - als Symbol für Swayzes Liebe zu Pferden .	Person	Swayzes	Swayze	0	0	0	0	1	0	0	0		
Test	128	5	9	0	In diesem Jahr legte Friederike Auguste Sophie zu Anhalt-Zerbst den Grundstein des Tourismus .	Person	Friederike Auguste Sophie zu Anhalt-Zerbst	Friederike Auguste Sophie zu Anhalt-Zerbst	0	0	0	0	0	0	0	0		L also found as "Sophie Auguste Friederike von Anhalt-Zerbst"
Test	128	9	9	1	In diesem Jahr legte Friederike Auguste Sophie zu Anhalt-Zerbst den Grundstein des Tourismus .	Location	Anhalt-Zerbst	Anhalt-Zerbst	0	0	0	0	0	0	0	0		L
Test	129	2	2	0	Nach Anastacias Brustkrebs-Erkrankung soll aus der Arbeitsbeziehung dann Liebe geworden sein , berichtet die “ Sun “ .	Person	Anastacias	Anastacia	0	0	0	0	1	0	0	0		
Test	129	16	16	0	Nach Anastacias Brustkrebs-Erkrankung soll aus der Arbeitsbeziehung dann Liebe geworden sein , berichtet die “ Sun “ .	Organisation	Sun	Sun	0	0	0	0	0	0	0	0		
Test	131	4	4	0	Im Probesprung waren Kirche und Eric Frenzel noch am weitesten geflogen .	Person	Kirche	Kirche	0	0	0	0	0	0	0	0		L
Test	131	6	7	0	Im Probesprung waren Kirche und Eric Frenzel noch am weitesten geflogen .	Person	Eric Frenzel	Eric Frenzel	0	0	0	0	0	0	0	1		[TBD]
Test	132	8	8	0	Er lebt und arbeitet seit 1988 in Berlin .	Location	Berlin	Berlin	0	0	0	0	0	0	0	0		L
Test	133	14	14	0	Und wenn du einestages sterben mußt , stirbt nicht ein alter , ausgepumpter Maulesel , nein , ein Mensch stirbt , ein Mensch , der frei und zufrieden gelebt hat , mit anderen freien Menschen . “ Literatur * Dario Fo : Bezahlt wird nicht !	Other	Maulesel	Maulesel	0	0	0	0	0	1	0	1	4	 "Maulesel" is a common noun but no NE
Test	133	40	41	0	Und wenn du einestages sterben mußt , stirbt nicht ein alter , ausgepumpter Maulesel , nein , ein Mensch stirbt , ein Mensch , der frei und zufrieden gelebt hat , mit anderen freien Menschen . “ Literatur * Dario Fo : Bezahlt wird nicht !	Person	Dario Fo	Dario Fo	0	0	0	0	0	0	0	1		[TBD]
Test	133	43	46	0	Und wenn du einestages sterben mußt , stirbt nicht ein alter , ausgepumpter Maulesel , nein , ein Mensch stirbt , ein Mensch , der frei und zufrieden gelebt hat , mit anderen freien Menschen . “ Literatur * Dario Fo : Bezahlt wird nicht !	Other	Bezahlt wird nicht !	Bezahlt wird nicht !	0	0	0	0	0	0	0	0		L
Test	137	1	1	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Person	Jolie	Jolie	0	0	0	0	0	0	0	1		[TBD]
Test	137	3	3	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Person	Pitt	Pitt	0	0	0	0	0	0	0	1		[TBD]
Test	137	13	13	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Person	Maddox	Maddox	0	0	0	0	0	0	0	0		
Test	137	15	15	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Location	Kambodscha	Kambodscha	0	0	0	0	0	0	0	0		L
Test	137	21	21	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Person	Zahara	Zahara	0	0	0	0	0	0	0	0		L
Test	137	23	23	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Location	Äthiopien	Äthiopien	0	0	0	0	0	0	0	0		L
Test	137	29	30	0	Jolie und Pitt haben bereits drei Kinder : den fünf Jahre alten Maddox aus Kambodscha , die 23 Monate alte Zahara aus Äthiopien und die sechs Monate alte Shiloh Nouvel , die leibliche Tochter des Paares .	Person	Shiloh Nouvel	Shiloh Nouvel	0	0	0	0	0	0	0	0		
Test	138	1	1	0	Mariannenplatz singen Deutsch , denn sie wollen sich ausdrücken .	Location	Mariannenplatz	Mariannenplatz	0	0	0	0	0	0	0	0		
Test	138	3	3	0	Mariannenplatz singen Deutsch , denn sie wollen sich ausdrücken .	Other-derived	Deutsch	Deutsch	0	0	0	0	0	0	0	0		L
Test	139	1	1	0	Haribo war für eine Stellungnahme am Montag nicht zu erreichen .	Organisation	Haribo	Haribo	0	0	0	0	0	0	0	0		
Test	141	6	6	0	Um 1800 wurde im ehemaligen Hartung'schen Amtshaus eine Färberei eingerichtet .	Person-derived	Hartung'schen	Hartung	0	1	1	0	1	0	0	0		4a
Test	142	11	12	0	Der Film erschien 1982 auf Video auf dem Label “ Juwel Video “ in einer Soft- ( “ Studentinnen-Report “ ) und einer Hardcorefassung ( “ Hellas Affair “ ) .	Other	Juwel Video	Juwel Video	0	0	0	0	0	0	0	0		L
Test	142	19	19	0	Der Film erschien 1982 auf Video auf dem Label “ Juwel Video “ in einer Soft- ( “ Studentinnen-Report “ ) und einer Hardcorefassung ( “ Hellas Affair “ ) .	Other	Studentinnen-Report	Studentinnen-Report	0	0	0	0	0	0	0	0		L
Test	142	27	28	0	Der Film erschien 1982 auf Video auf dem Label “ Juwel Video “ in einer Soft- ( “ Studentinnen-Report “ ) und einer Hardcorefassung ( “ Hellas Affair “ ) .	Other	Hellas Affair	Hellas Affair	0	0	0	0	0	0	0	0		
Test	143	5	5	0	Weitere Straßenverbindungen bestehen mit Valempoulières und Saint-Germain-en-Montagne .	Location	Valempoulières	Valempoulières	0	0	0	0	0	0	0	0		
Test	143	7	7	0	Weitere Straßenverbindungen bestehen mit Valempoulières und Saint-Germain-en-Montagne .	Location	Saint-Germain-en-Montagne	Saint-Germain-en-Montagne	0	0	0	0	0	0	0	1		[TBD]
Test	145	6	6	0	Geschichte 1839 wurde die Landgemeinde Niederlößnitz gegründet .	Location	Niederlößnitz	Niederlößnitz	0	0	0	0	0	0	0	1		[TBD]
Test	146	1	1	0	Pischetsrieder wollte das nicht kommentieren .	Person	Pischetsrieder	Pischetsrieder	0	0	0	0	0	0	0	0		L
Test	148	10	12	0	Mit einem Regierungsbeschluss vom 29. April 1959 wurde die Kommission für Atomenergie ( Komise pro atomovou energii ) am Staatlichen Komitee für Entwicklung der Technik errichtet .	Organisation	Kommission für Atomenergie	Kommission für Atomenergie	0	0	0	0	0	0	0	0		
Test	148	14	17	0	Mit einem Regierungsbeschluss vom 29. April 1959 wurde die Kommission für Atomenergie ( Komise pro atomovou energii ) am Staatlichen Komitee für Entwicklung der Technik errichtet .	Organisation	Komise pro atomovou energii	Komise pro atomovou energii	0	0	0	0	0	0	0	0		L 
Test	148	20	25	0	Mit einem Regierungsbeschluss vom 29. April 1959 wurde die Kommission für Atomenergie ( Komise pro atomovou energii ) am Staatlichen Komitee für Entwicklung der Technik errichtet .	Organisation	Staatlichen Komitee für Entwicklung der Technik	Staatlichen Komitee für Entwicklung der Technik	0	0	0	0	0	0	0	1		[TBD]
Test	150	6	6	0	Ebenfalls während dieser Saison wurde Ryan bereits mehrere Spiele lang bei den Anaheim Ducks getestet und kam so auf insgesamt 23 Spiele in der NHL , in denen er fünf Treffer und fünf Vorlagen erzielte .	Person	Ryan	Ryan	0	0	0	0	0	0	0	1		[TBD]
Test	150	13	13	1	Ebenfalls während dieser Saison wurde Ryan bereits mehrere Spiele lang bei den Anaheim Ducks getestet und kam so auf insgesamt 23 Spiele in der NHL , in denen er fünf Treffer und fünf Vorlagen erzielte .	Location	Anaheim	Anaheim	0	0	0	0	0	0	0	1		[TBD]
Test	150	13	14	0	Ebenfalls während dieser Saison wurde Ryan bereits mehrere Spiele lang bei den Anaheim Ducks getestet und kam so auf insgesamt 23 Spiele in der NHL , in denen er fünf Treffer und fünf Vorlagen erzielte .	Organisation	Anaheim Ducks	Anaheim Ducks	0	0	0	0	0	0	0	0		L
Test	150	25	25	0	Ebenfalls während dieser Saison wurde Ryan bereits mehrere Spiele lang bei den Anaheim Ducks getestet und kam so auf insgesamt 23 Spiele in der NHL , in denen er fünf Treffer und fünf Vorlagen erzielte .	Organisation	NHL	NHL	0	0	0	0	0	0	0	1		[TBD]
Test	151	25	26	0	Die Worte „ will ich es euch selber sagen “ erinnern an Formulierungen am Anfang seiner beiden autobiographischen Aufsätze : „ Die Geschichte von Kaspar Hauser , ich will es selbst schreiben “ bzw. „ … will ich selber schreiben “ .	Person	Kaspar Hauser	Kaspar Hauser	0	0	0	0	0	0	0	1		[TBD]
Test	153	5	7	0	Die nächste Salve der Von der Tann schlug in das bereits sinkende Wrack ein .	Other	Von der Tann	Von der Tann	0	0	0	0	0	0	0	1		[TBD]
Test	155	1	1	0	Sandzen ist Ausstellungs-Designer , seine Firma entwirft die Räume von Besucherzentren in Naturschutzgebieten .	Person	Sandzen	Sandzen	0	0	0	0	0	0	0	0		L
Test	156	2	2	0	Bevölkerung Dărmăneşti war lange nur ein kleiner Ort .	Location	Dărmăneşti	Dărmăneşti	0	0	0	0	0	0	0	0		L
